T_K,P_CO_bar,P_H2_bar,CO_cov,H_cov,vacancy,CH4_TOF,MeOH_TOF,EtOH_TOF,PrOH_TOF,CO2_TOF,S_CH4,S_MeOH,S_EtOH,S_PrOH,max_rel_residual,max_abs_balance,success
673.0,0.3,2.0,0.9999215809902169,8.567243867769788e-07,1.4129417273053023e-08,9.533511201197165e-09,4.824351379983877e-10,1.8255068539093414e-12,4.0035561637157996e-29,9.530183914777874e-09,0.95148645852866,0.048149154203146985,0.0003643872681930409,1.1987176797745347e-20,3.2952000972714342e-15,1.508083536160367e-18,True
673.0,0.3,5.0,0.9998059476431681,1.354443545374453e-06,1.4127783313108369e-08,1.5211361586266938e-08,3.0144192957700806e-09,7.621732714478854e-12,1.6715078505106363e-28,1.519833472588946e-08,0.8339093954655067,0.16525493515877254,0.0008356693757209592,2.749036159380228e-20,2.8858453204532166e-15,6.841282236003058e-18,True
673.0,0.3,10.0,0.9996089336391051,1.9150949831991787e-06,1.4124999401724753e-08,2.1838109053612615e-08,1.205224106659424e-08,2.2895426147691282e-11,5.020407838896613e-28,2.180143831659183e-08,0.6435059623104344,0.35514471360665095,0.0013493240829146119,4.438107305392691e-20,4.6318809231971685e-15,3.853028799967929e-18,True
673.0,1.0,0.5,0.999980086021223,1.2851617700920057e-07,4.239073193963463e-09,1.4232350122982858e-09,9.046879649093999e-12,2.1275430649872243e-13,1.4000215349971188e-30,1.4233896778149085e-09,0.9933884697891654,0.006314534039229139,0.0002969961716056014,2.931557834732045e-21,2.681485989545674e-15,4.400186787838658e-19,True
673.0,1.0,1.0,0.9999612400417663,1.817458951985806e-07,4.238993302886185e-09,2.015611173573034e-09,3.618593282634762e-11,6.090256308676539e-13,4.007782915143674e-30,2.016054580753825e-09,0.9817809508378423,0.017625750443836078,0.000593298718321673,5.856434474224019e-21,3.0359843321410337e-15,5.674272110994121e-19,True
673.0,1.0,2.0,0.9999234785413935,2.5701780377485227e-07,4.238833225934421e-09,2.858371799280636e-09,1.447311073510896e-10,1.7521810705348743e-12,1.1530433412693973e-29,2.85964988681535e-09,0.9506967634144434,0.048137682913992424,0.001165553671564202,1.1505094329197517e-20,4.498411013754466e-15,1.0955816703230023e-18,True
673.0,1.0,5.0,0.9998079265742876,4.0633386787354906e-07,4.23834338293343e-09,4.556509371792147e-09,9.043295268373394e-10,7.167057136439445e-12,4.715959413978118e-29,4.56175264197086e-09,0.832212856297807,0.1651691233694839,0.002618020332709165,2.5840056941752474e-20,2.6870088772905985e-15,6.054078034608497e-19,True
673.0,1.0,10.0,0.9996072740767448,5.745275411208742e-07,4.237492785371012e-09,6.531372413531293e-09,3.6156611720195176e-09,2.1085806691114256e-11,1.387198409656663e-28,6.546833173042698e-09,0.6410090174859983,0.35485213040936014,0.004138852104641538,4.084317812547116e-20,3.2193131864884563e-15,2.2435553579826765e-18,True
673.0,3.0,0.5,0.9999797136256702,4.2838709716464903e-08,1.41302387177334e-09,4.742759859497979e-10,3.0156244216450675e-12,2.094494643143778e-13,4.5947399113054165e-31,4.744787827900781e-10,0.9928104505062993,0.0063126608331549525,0.0008768886605457243,2.885475505680733e-21,4.474124785443594e-15,7.590232549227434e-20,True
673.0,3.0,1.0,0.9999601128768619,6.05818967776818e-08,1.4129961748854998e-09,6.71469321975926e-10,1.2061951054565244e-11,5.957716794127456e-13,1.3069525751752984e-30,6.720458889509118e-10,0.9806440006143228,0.017615815868631885,0.0017401835170452514,5.726196983184202e-21,1.378134430209061e-15,1.0480667793481898e-19,True
673.0,3.0,2.0,0.9999199812742915,8.567230161538505e-08,1.4129394668226543e-09,9.516339423128933e-10,4.824336836291848e-11,1.698959210675562e-12,3.726921969574735e-30,9.53276986655074e-10,0.948527298106681,0.04808587610234551,0.003386825790973506,1.1144265884831684e-20,3.3475289892709406e-15,2.002962192281426e-19,True
673.0,3.0,5.0,0.9997927708988551,1.3544256947542138e-07,1.4127597118788493e-09,1.5141836506000407e-09,3.014340656702599e-10,6.831161253472889e-12,1.4983417096006277e-29,1.520780666021479e-09,0.8277484138580405,0.16478289779609073,0.007468688345868653,2.4572646251617723e-20,2.853573935729768e-15,2.43207921987725e-19,True
673.0,3.0,10.0,0.9995624033918762,1.9150058384946482e-07,1.4124341904885584e-09,2.1637522348934048e-09,1.2051123275124251e-09,1.9722489150816374e-11,4.324940001529453e-29,2.182767835633643e-09,0.6348461631933451,0.3535806572493061,0.011573179557348878,3.8068197297288837e-20,3.276639417141244e-15,1.7622665111141816e-18,True
673.0,10.0,0.5,0.9999775353089986,1.2851584919488875e-08,4.2390623810923194e-10,1.4213903826391444e-10,9.04683393486579e-13,2.075385052966794e-13,1.3658941577706794e-31,1.4234591682383606e-10,0.990800422028249,0.006306224518025422,0.0028933534537255424,2.8563479628707012e-21,3.1323135620972853e-15,3.667058767741734e-20,True
673.0,10.0,1.0,0.9999546070141405,1.8174468962630893e-08,4.238965184436631e-10,2.010314496315963e-10,3.61854548769817e-12,5.878101825574935e-13,3.8685440196430753e-31,2.0161728352211967e-10,0.9767076326164257,0.017580637274820933,0.005711730108753329,5.638575175211031e-21,3.4174709955821345e-15,8.816651698494665e-20,True
673.0,10.0,2.0,0.9999049224913129,2.570130341746371e-08,4.2387545639134654e-10,2.8432898288411037e-10,1.4472574472122105e-11,1.6653148099164236e-12,1.0959396451773149e-30,2.859882652730919e-10,0.9410747849471419,0.04790146530554393,0.011023749747314068,1.0882054535263411e-20,4.608161075787929e-15,7.236219296349074e-20,True
673.0,10.0,5.0,0.9997335592402473,4.063036441018817e-08,4.238028128083215e-10,4.496598518689776e-10,9.041950327158532e-11,6.598417773960933e-12,4.3416712137711744e-30,4.562308987907504e-10,0.8127222162035037,0.163425617789678,0.02385216600681843,2.354161241803209e-20,2.9397627730885227e-15,1.5070072546299877e-19,True
673.0,10.0,10.0,0.9993943780569658,5.74405178439119e-08,4.236590285588105e-10,6.361511686672661e-10,3.614121033910796e-10,1.86898361026599e-11,1.2293509358592919e-29,6.547521088443975e-10,0.6146726949473246,0.3492096887024189,0.036117616350256336,3.563532490384605e-20,3.3317092097001934e-15,4.2130769459648045e-19,True
