T_K,P_CO_bar,P_H2_bar,CO_cov,H_cov,vacancy,CH4_TOF,MeOH_TOF,EtOH_TOF,PrOH_TOF,CO2_TOF,S_CH4,S_MeOH,S_EtOH,S_PrOH,max_rel_residual,max_abs_balance,success
523.0,1.0,0.5,0.9991590930163853,5.344130996305155e-11,7.976391844831555e-14,5.581048202518302e-17,3.177618326961187e-17,3.993472773097838e-18,1.4770643594029375e-38,5.980311912231165e-17,0.5839528457079751,0.33247863076429235,0.08356852352773257,4.636419027404077e-22,4.108043306407405e-15,2.5168059063595927e-25,True
523.0,1.0,1.0,0.9976543156830923,7.546360242968975e-11,7.964379049538535e-14,7.44405502480504e-17,1.2671979524513436e-16,1.0653679735875645e-17,2.638784122691557e-305,8.509093739623188e-17,0.33461283856811147,0.5696098463599789,0.09577731507190951,3.558427669005888e-289,5.127611361812047e-15,4.271771337319012e-24,True
523.0,1.0,2.0,0.9934423175614079,1.0627108174121548e-10,7.930754226721957e-14,9.448807898693096e-17,5.025889448072579e-16,2.7037076519123605e-17,1.1269675438617356e-38,1.2151219127519267e-16,0.14510928083793673,0.7718467887167645,0.08304393044529869,5.192193075702958e-23,2.4372667026520356e-15,4.9322295480547825e-24,True
523.0,1.0,5.0,0.9746319399576342,1.6484777498500696e-10,7.780589009224925e-14,1.1394476451607896e-16,3.022990277360126e-15,8.137629817707457e-17,3.362848656770066e-38,1.952432629065018e-16,0.03453198514789974,0.9161443775270126,0.04932363732508769,3.057424543288212e-23,4.740268317227187e-15,1.3453729928533407e-23,True
523.0,1.0,10.0,0.931110378442764,2.2271969094657632e-10,7.433151818523352e-14,1.138119615572236e-16,1.1033815498640967e-14,1.6207556088372604e-16,2.462775859637539e-305,2.756020735158775e-16,0.009921038899420807,0.9618225648102048,0.02825639629037454,6.440437745658318e-291,4.60855685257173e-15,8.043944200502774e-24,True
523.0,3.0,0.5,0.9980682480677525,1.7794321572368424e-11,2.655894505061363e-14,1.6383394517439347e-17,1.056894436110583e-17,3.5116788684349074e-18,8.799599629369847e-306,1.9894860278511245e-17,0.4822092304063633,0.31107366188072894,0.2067171077129077,7.769906585559819e-289,2.8438166879429696e-14,9.589054184788968e-25,True
523.0,3.0,1.0,0.9945715571793123,2.5076806464594486e-11,2.6465896883471897e-14,1.9741379126665206e-17,4.1979283347928184e-17,8.45928643568851e-18,8.768768755374081e-306,2.819982145202348e-17,0.2510372721684505,0.5338211029550565,0.21514162487649308,3.34518846100024e-289,2.4356518892219725e-14,1.4452320187377745e-24,True
523.0,3.0,2.0,0.9847821991385639,3.511489552771786e-11,2.62053986432079e-14,2.146015817270904e-17,1.6462152681222743e-16,1.837497807814092e-17,8.682452269696113e-306,3.9831822424656114e-17,0.0963066019834624,0.7387708763850976,0.16492252163143994,1.1689254127326096e-289,4.085496146518637e-15,2.927446060254096e-24,True
523.0,3.0,5.0,0.9418632331472517,5.310177512797237e-11,2.5063309951779018e-14,1.9427279285101235e-17,9.41043654667785e-16,4.147902077833263e-17,5.5019162330022063e-39,6.088715479132542e-17,0.018618688709132365,0.9018760996245411,0.07950521166632665,1.5818756318268957e-23,3.928633295046736e-15,4.5306650341710634e-24,True
523.0,3.0,10.0,0.8488321949752852,6.76796394596378e-11,2.258772149818955e-14,1.4588352791245204e-17,3.0566499443387836e-15,6.206093672568154e-17,7.483833557728255e-306,7.658584080898027e-17,0.0045654799498207645,0.9565901122760223,0.03884440777415688,7.02628169427916e-291,3.862524288580601e-15,1.4626581643760342e-24,True
523.0,10.0,0.5,0.9963472948118657,5.329091731742428e-12,7.953944964825557e-15,3.471088255625557e-18,3.1597575500875086e-18,2.47872752212993e-18,2.635334119667152e-306,5.949779580500613e-18,0.29953384025524904,0.27266789074559544,0.42779826899915546,6.822399988881827e-289,2.023600644672377e-14,5.8884412877401585e-25,True
523.0,10.0,1.0,0.9897135634556101,7.48629557330661e-12,7.900987191573352e-15,3.4535101456186262e-18,1.2471052447059414e-17,4.929416274414468e-18,2.0469721409348235e-40,8.382783161781285e-18,0.13394318811253253,0.4836854253915961,0.3823713864958713,2.3817330452802225e-23,4.912107844896115e-15,9.399247010383935e-26,True
523.0,10.0,2.0,0.9712362267901731,1.0389563905492496e-11,7.753480674820887e-15,3.0216394380061637e-18,4.803713629356651e-17,8.616391741490066e-18,1.0510821865128993e-39,1.1637475196911467e-17,0.044246162670162875,0.7034124984999593,0.2523413388298778,4.617329865953254e-23,3.6501759073498096e-15,8.460851110586896e-25,True
523.0,10.0,5.0,0.8928683676875406,1.510184078044725e-11,7.12786183532653e-15,2.0307794353435724e-18,2.5370564202106433e-16,1.4435373745593107e-17,9.230486487651256e-33,1.6463146541429803e-17,0.007135376957835899,0.8914239334139195,0.10144068962824437,9.729712559718656e-17,1.772273765121919e-12,1.7339880069069455e-24,True
523.0,10.0,10.0,0.7388886283784848,1.76740642963966e-11,5.898625424950488e-15,1.1550053372183926e-18,6.948342342109854e-16,1.6354165791962406e-17,3.946993567550185e-39,1.7500585093062904e-17,0.0015850270166592405,0.9535289559583243,0.044886017025016385,1.6249513065144455e-23,4.876305847388883e-15,5.807600161296274e-25,True
